Provincias;Tipo de hogar;Número de habitaciones de la vivienda;periodo;Total
Huelva;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2017;6,8
Huelva;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2016;8,4
Huelva;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2015;8,3
Huelva;Pareja con hijos que convivan en el hogar: 2 hijos;7 o más habitaciones;2014;7,6
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2019;5,9
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2018;6,2
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2017;7,8
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2016;6,7
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2015;7,2
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Total;2014;7,5
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2019;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2018;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2017;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2016;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2015;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Menos de 3 habitaciones;2014;..
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2019;3,5
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2018;4,8
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2017;5,6
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2016;4,7
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2015;5,2
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;Entre 3 y 6 habitaciones;2014;5,6
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2019;2,4
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2018;1,4
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2017;2,2
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2016;2,0
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2015;2,0
Huelva;Pareja con hijos que convivan en el hogar: 3 o más hijos;7 o más habitaciones;2014;1,9
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2019;9,1
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2018;9,7
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2017;8,4
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2016;9,3
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2015;9,4
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Total;2014;8,8
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2019;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2018;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2017;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2016;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2015;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Menos de 3 habitaciones;2014;..
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2019;6,8
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2018;7,7
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2017;6,2
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2016;6,0
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2015;5,7
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;Entre 3 y 6 habitaciones;2014;5,5
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2019;2,3
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2018;2,0
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2017;2,3
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2016;3,3
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2015;3,7
Huelva;Núcleo familiar con otras personas que no forman núcleo familiar;7 o más habitaciones;2014;3,2
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2019;4,9
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2018;6,7
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2017;7,1
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2016;5,4
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2015;5,8
Huelva;Personas que no forman ningún núcleo familiar entre sí;Total;2014;5,0
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2019;0,2
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2018;..
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2017;..
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2016;..
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2015;..
Huelva;Personas que no forman ningún núcleo familiar entre sí;Menos de 3 habitaciones;2014;..
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2019;3,7
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2018;6,3
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2017;6,8
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2016;4,6
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2015;4,5
Huelva;Personas que no forman ningún núcleo familiar entre sí;Entre 3 y 6 habitaciones;2014;4,3
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2019;1,1
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2018;0,3
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2017;0,4
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2016;0,9
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2015;1,3
Huelva;Personas que no forman ningún núcleo familiar entre sí;7 o más habitaciones;2014;0,7
Huelva;Dos o más núcleos familiares;Total;2019;6,9
Huelva;Dos o más núcleos familiares;Total;2018;6,0
Huelva;Dos o más núcleos familiares;Total;2017;5,5
Huelva;Dos o más núcleos familiares;Total;2016;6,5
Huelva;Dos o más núcleos familiares;Total;2015;4,8
Huelva;Dos o más núcleos familiares;Total;2014;4,8
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2019;..
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2018;..
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2017;..
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2016;..
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2015;..
Huelva;Dos o más núcleos familiares;Menos de 3 habitaciones;2014;..
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2019;4,8
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2018;4,0
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2017;4,9
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2016;5,4
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2015;3,9
Huelva;Dos o más núcleos familiares;Entre 3 y 6 habitaciones;2014;3,8
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2019;2,2
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2018;2,0
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2017;0,6
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2016;1,1
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2015;0,9
Huelva;Dos o más núcleos familiares;7 o más habitaciones;2014;1,0
Huesca;Total (tipo de hogar);Total;2019;88,0
Huesca;Total (tipo de hogar);Total;2018;87,9
Huesca;Total (tipo de hogar);Total;2017;88,0
Huesca;Total (tipo de hogar);Total;2016;88,5
Huesca;Total (tipo de hogar);Total;2015;88,9
Huesca;Total (tipo de hogar);Total;2014;89,1
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2019;0,9
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2018;0,6
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2017;0,3
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2016;1,1
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2015;2,0
Huesca;Total (tipo de hogar);Menos de 3 habitaciones;2014;1,5
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2019;60,0
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2018;61,0
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2017;64,0
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2016;64,8
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2015;63,6
Huesca;Total (tipo de hogar);Entre 3 y 6 habitaciones;2014;62,0
Huesca;Total (tipo de hogar);7 o más habitaciones;2019;27,2
Huesca;Total (tipo de hogar);7 o más habitaciones;2018;26,4
Huesca;Total (tipo de hogar);7 o más habitaciones;2017;23,6
Huesca;Total (tipo de hogar);7 o más habitaciones;2016;22,7
Huesca;Total (tipo de hogar);7 o más habitaciones;2015;23,3
Huesca;Total (tipo de hogar);7 o más habitaciones;2014;25,6
Huesca;Hogar unipersonal;Total;2019;23,6
Huesca;Hogar unipersonal;Total;2018;23,4
Huesca;Hogar unipersonal;Total;2017;23,2
Huesca;Hogar unipersonal;Total;2016;23,3
Huesca;Hogar unipersonal;Total;2015;23,4
Huesca;Hogar unipersonal;Total;2014;23,2
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2019;0,7
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2018;0,6
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2017;0,1
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2016;0,5
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2015;0,9
Huesca;Hogar unipersonal;Menos de 3 habitaciones;2014;0,8
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2019;17,3
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2018;16,8
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2017;17,5
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2016;18,1
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2015;17,2
Huesca;Hogar unipersonal;Entre 3 y 6 habitaciones;2014;17,7
Huesca;Hogar unipersonal;7 o más habitaciones;2019;5,6
Huesca;Hogar unipersonal;7 o más habitaciones;2018;6,0
Huesca;Hogar unipersonal;7 o más habitaciones;2017;5,5
Huesca;Hogar unipersonal;7 o más habitaciones;2016;4,7
Huesca;Hogar unipersonal;7 o más habitaciones;2015;5,3
Huesca;Hogar unipersonal;7 o más habitaciones;2014;4,8
Huesca;Hogar monoparental;Total;2019;8,3
Huesca;Hogar monoparental;Total;2018;7,7
Huesca;Hogar monoparental;Total;2017;8,6
Huesca;Hogar monoparental;Total;2016;9,0
Huesca;Hogar monoparental;Total;2015;8,3
Huesca;Hogar monoparental;Total;2014;7,6
Huesca;Hogar monoparental;Menos de 3 habitaciones;2019;..
Huesca;Hogar monoparental;Menos de 3 habitaciones;2018;..
Huesca;Hogar monoparental;Menos de 3 habitaciones;2017;..
Huesca;Hogar monoparental;Menos de 3 habitaciones;2016;..
Huesca;Hogar monoparental;Menos de 3 habitaciones;2015;..
Huesca;Hogar monoparental;Menos de 3 habitaciones;2014;0,1
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2019;5,5
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2018;5,6
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2017;6,2
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2016;6,7
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2015;5,8
Huesca;Hogar monoparental;Entre 3 y 6 habitaciones;2014;4,6
Huesca;Hogar monoparental;7 o más habitaciones;2019;2,8
Huesca;Hogar monoparental;7 o más habitaciones;2018;2,1
Huesca;Hogar monoparental;7 o más habitaciones;2017;2,4
Huesca;Hogar monoparental;7 o más habitaciones;2016;2,3
Huesca;Hogar monoparental;7 o más habitaciones;2015;2,4
Huesca;Hogar monoparental;7 o más habitaciones;2014;3,0
Huesca;Pareja sin hijos que convivan en el hogar;Total;2019;19,3
Huesca;Pareja sin hijos que convivan en el hogar;Total;2018;20,0
Huesca;Pareja sin hijos que convivan en el hogar;Total;2017;19,7
Huesca;Pareja sin hijos que convivan en el hogar;Total;2016;19,5
Huesca;Pareja sin hijos que convivan en el hogar;Total;2015;19,2
Huesca;Pareja sin hijos que convivan en el hogar;Total;2014;19,6
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2019;..
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2018;..
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2017;..
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2016;0,3
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2015;1,0
Huesca;Pareja sin hijos que convivan en el hogar;Menos de 3 habitaciones;2014;0,7
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2019;13,0
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2018;13,7
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2017;13,8
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2016;13,3
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2015;12,7
Huesca;Pareja sin hijos que convivan en el hogar;Entre 3 y 6 habitaciones;2014;13,6
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2019;6,3
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2018;6,4
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2017;5,9
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2016;5,9
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2015;5,5
Huesca;Pareja sin hijos que convivan en el hogar;7 o más habitaciones;2014;5,3
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2019;29,1
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2018;28,8
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2017;27,7
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2016;27,6
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2015;29,0
Huesca;Pareja con hijos que convivan en el hogar: Total;Total;2014;28,7
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2019;0,1
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2018;..
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2017;0,1
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2016;0,2
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2015;0,1
Huesca;Pareja con hijos que convivan en el hogar: Total;Menos de 3 habitaciones;2014;..
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2019;20,1
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2018;20,8
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2017;21,9
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2016;21,9
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2015;22,9
Huesca;Pareja con hijos que convivan en el hogar: Total;Entre 3 y 6 habitaciones;2014;20,4
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2019;8,9
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2018;7,9
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2017;5,7
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2016;5,5
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2015;6,0
Huesca;Pareja con hijos que convivan en el hogar: Total;7 o más habitaciones;2014;8,3
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2019;14,9
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2018;14,7
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2017;13,5
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2016;13,8
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2015;14,7
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Total;2014;14,5
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2019;0,1
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2018;..
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2017;0,1
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2016;0,2
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2015;0,1
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Menos de 3 habitaciones;2014;..
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2019;10,1
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2018;10,7
Huesca;Pareja con hijos que convivan en el hogar: 1 hijo;Entre 3 y 6 habitaciones;2017;10,8
